druid,resource_label,resource_type,sequence,filename,file_label,publish,shelve,preserve,rights_view,rights_download,rights_location,mimetype,role,file_language
gp661nf6951,File 5,file,5,gp661nf6951_low_base.jpg,gp661nf6951_low_base.jpg,yes,yes,yes,world,world,,image/jpeg,,
gp661nf6951,File 6,file,6,gp661nf6951_low_normal.jpg,gp661nf6951_low_normal.jpg,yes,yes,yes,world,world,,image/jpeg,,
gq885gy2089,File 1,file,1,HesyRa3.png,HesyRa3.png,no,yes,yes,world,world,,image/png,,
gq885gy2089,File 2,file,2,Mudbrick1.png,Mudbrick1.png,no,yes,yes,world,world,,image/png,,
gq885gy2089,File 3,file,3,Paving.jpg,Paving.jpg,no,yes,yes,world,world,,image/jpeg,,
gq885gy2089,File 4,file,4,Paving2.jpg,Paving2.jpg,no,yes,yes,world,world,,image/jpeg,,
gq885gy2089,File 5,file,5,Ptahemwia.mtl,Ptahemwia.mtl,yes,yes,yes,world,world,,text/plain,,
gq885gy2089,3d 1,3d,6,Ptahemwia.obj,Ptahemwia.obj,yes,yes,yes,world,world,,text/plain,,
gq885gy2089,File 6,file,7,_2.jpg,_2.jpg,no,yes,yes,world,world,,image/jpeg,,
gq885gy2089,File 7,file,8,gq885gy2089.zip,gq885gy2089.zip,yes,yes,yes,world,world,,application/zip,,
gq885gy2089,File 8,file,9,limestone_block_large.jpg,limestone_block_large.jpg,no,yes,yes,world,world,,image/jpeg,,
gq885gy2089,File 9,file,10,mudplaster.jpg,mudplaster.jpg,no,yes,yes,world,world,,image/jpeg,,
gs741gk1630,File 1,file,1,gs741gk1630.tar,gs741gk1630.tar,no,no,yes,world,world,,application/x-tar,,
gs741gk1630,File 2,file,2,gs741gk1630_basecolor.jpg,gs741gk1630_basecolor.jpg,no,yes,yes,world,world,,image/jpeg,,
gs741gk1630,File 3,file,3,gs741gk1630_low.mtl,gs741gk1630_low.mtl,yes,yes,yes,world,world,,text/plain,,
gs741gk1630,3d 1,3d,4,gs741gk1630_low.obj,gs741gk1630_low.obj,yes,yes,yes,world,world,,text/plain,,
gs741gk1630,File 4,file,5,gs741gk1630_normal.jpg,gs741gk1630_normal.jpg,no,yes,yes,world,world,,image/jpeg,,
gt437tx5700,File 1,file,1,gt437tx5700.ply,gt437tx5700.ply,yes,yes,yes,stanford,stanford,,,,
gt437tx5700,File 2,file,2,gt437tx5700_full_obj.tar,gt437tx5700_full_obj.tar,yes,yes,yes,stanford,stanford,,image/jpeg,,
gt437tx5700,File 3,file,3,gt437tx5700_low.mtl,gt437tx5700_low.mtl,yes,yes,yes,stanford,stanford,,,,
gt437tx5700,Object 1,3d,4,gt437tx5700_low.obj,gt437tx5700_low.obj,yes,yes,yes,stanford,stanford,,text/plain,,
gt437tx5700,File 5,file,5,gt437tx5700_low_base.jpg,gt437tx5700_low_base.jpg,yes,yes,yes,stanford,stanford,,image/jpeg,,
gt437tx5700,File 6,file,6,gt437tx5700_low_normal.jpg,gt437tx5700_low_normal.jpg,yes,yes,yes,stanford,stanford,,image/jpeg,,
gv529yj1525,File 1,file,1,gv529yj1525.ply,gv529yj1525.ply,yes,yes,yes,world,world,,,,
gv529yj1525,File 2,file,2,gv529yj1525_full_obj.tar,gv529yj1525_full_obj.tar,yes,yes,yes,world,world,,image/jpeg,,
gv529yj1525,File 3,file,3,gv529yj1525_low.mtl,gv529yj1525_low.mtl,yes,yes,yes,world,world,,,,
gv529yj1525,Object 1,3d,4,gv529yj1525_low.obj,gv529yj1525_low.obj,yes,yes,yes,world,world,,text/plain,,
gv529yj1525,File 5,file,5,gv529yj1525_low_base.jpg,gv529yj1525_low_base.jpg,yes,yes,yes,world,world,,image/jpeg,,
gv529yj1525,File 6,file,6,gv529yj1525_low_normal.jpg,gv529yj1525_low_normal.jpg,yes,yes,yes,world,world,,image/jpeg,,
gx451rw9825,File 1,file,1,HesyRa3.png,HesyRa3.png,no,yes,yes,world,world,,image/png,,
gx451rw9825,File 2,file,2,Niuserre_Pyramid.mtl,Niuserre_Pyramid.mtl,yes,yes,yes,world,world,,text/plain,,
gx451rw9825,3d 1,3d,3,Niuserre_Pyramid.obj,Niuserre_Pyramid.obj,yes,yes,yes,world,world,,text/plain,,
gx451rw9825,File 3,file,4,gx451rw9825.zip,gx451rw9825.zip,yes,yes,yes,world,world,,application/zip,,
gx451rw9825,File 4,file,5,white_limestone_block.jpg,white_limestone_block.jpg,no,yes,yes,world,world,,image/jpeg,,
gy179rx5004,File 1,file,1,HesyRa3.png,HesyRa3.png,no,yes,yes,world,world,,image/png,,
gy179rx5004,File 2,file,2,Pepy2_Pyramid.mtl,Pepy2_Pyramid.mtl,yes,yes,yes,world,world,,text/plain,,
gy179rx5004,3d 1,3d,3,Pepy2_Pyramid.obj,Pepy2_Pyramid.obj,yes,yes,yes,world,world,,text/plain,,
gy179rx5004,File 3,file,4,White_limestone.jpg,White_limestone.jpg,no,yes,yes,world,world,,image/jpeg,,
gy179rx5004,File 4,file,5,White_limestone1.jpg,White_limestone1.jpg,no,yes,yes,world,world,,image/jpeg,,
gy179rx5004,File 5,file,6,_1.jpg,_1.jpg,no,yes,yes,world,world,,image/jpeg,,
gy179rx5004,File 6,file,7,_2.jpg,_2.jpg,no,yes,yes,world,world,,image/jpeg,,
gy179rx5004,File 7,file,8,_3.jpg,_3.jpg,no,yes,yes,world,world,,image/jpeg,,
gy179rx5004,File 8,file,9,floor_slabs2.jpg,floor_slabs2.jpg,no,yes,yes,world,world,,image/jpeg,,
gy179rx5004,File 9,file,10,floor_slabs2_1.jpg,floor_slabs2_1.jpg,no,yes,yes,world,world,,image/jpeg,,
gy179rx5004,File 10,file,11,gy179rx5004.zip,gy179rx5004.zip,yes,yes,yes,world,world,,application/zip,,
gy179rx5004,File 11,file,12,white_limestone2.jpg,white_limestone2.jpg,no,yes,yes,world,world,,image/jpeg,,
gy179rx5004,File 12,file,13,white_limestone_block.jpg,white_limestone_block.jpg,no,yes,yes,world,world,,image/jpeg,,
gy293qj3442,File 1,file,1,gy293qj3442-2.ply,gy293qj3442-2.ply,yes,yes,yes,stanford,stanford,,,,
gy293qj3442,File 2,file,2,gy293qj3442.ply,gy293qj3442.ply,yes,yes,yes,stanford,stanford,,,,
gy293qj3442,File 3,file,3,gy293qj3442_full_obj.tar,gy293qj3442_full_obj.tar,yes,yes,yes,stanford,stanford,,image/jpeg,,
gy293qj3442,File 4,file,4,gy293qj3442_low.mtl,gy293qj3442_low.mtl,yes,yes,yes,stanford,stanford,,,,
gy293qj3442,Object 1,3d,5,gy293qj3442_low.obj,gy293qj3442_low.obj,yes,yes,yes,stanford,stanford,,text/plain,,
gy293qj3442,File 6,file,6,gy293qj3442_low_base.jpg,gy293qj3442_low_base.jpg,yes,yes,yes,stanford,stanford,,image/jpeg,,
gy293qj3442,File 7,file,7,gy293qj3442_low_normal.jpg,gy293qj3442_low_normal.jpg,yes,yes,yes,stanford,stanford,,image/jpeg,,
gy394dw7564,File 1,file,1,gy394dw7564.tar,gy394dw7564.tar,yes,yes,yes,world,world,,application/x-tar,,
gy394dw7564,File 2,file,2,gy394dw7564_basecolor.jpg,gy394dw7564_basecolor.jpg,yes,yes,yes,world,world,,image/jpeg,,
gy394dw7564,File 3,file,3,gy394dw7564_low.mtl,gy394dw7564_low.mtl,yes,yes,yes,world,world,,text/plain,,
gy394dw7564,File 4,3d,4,gy394dw7564_low.obj,gy394dw7564_low.obj,yes,yes,yes,world,world,,text/plain,,
gy394dw7564,File 5,file,5,gy394dw7564_normal.jpg,gy394dw7564_normal.jpg,yes,yes,yes,world,world,,image/jpeg,,
hc778fk0923,File 1,file,1,hc778fk0923.tar,hc778fk0923.tar,no,no,yes,world,world,,application/x-tar,,
hc778fk0923,File 2,file,2,hc778fk0923_basecolor.jpg,hc778fk0923_basecolor.jpg,no,yes,yes,world,world,,image/jpeg,,
hc778fk0923,File 3,file,3,hc778fk0923_low.mtl,hc778fk0923_low.mtl,yes,yes,yes,world,world,,text/plain,,
hc778fk0923,3d 1,3d,4,hc778fk0923_low.obj,hc778fk0923_low.obj,yes,yes,yes,world,world,,text/plain,,
hc778fk0923,File 4,file,5,hc778fk0923_normal.jpg,hc778fk0923_normal.jpg,no,yes,yes,world,world,,image/jpeg,,
hc941fm6529,File 1,3d,1,hc941fm6529.json,hc941fm6529.json,yes,yes,yes,world,world,,application/vnd.threejs+json,,
hc941fm6529,File 2,file,2,hc941fm6529_diffuse.png,hc941fm6529_diffuse.png,no,yes,yes,world,world,,image/png,,
hc941fm6529,File 3,file,3,hc941fm6529_normal.png,hc941fm6529_normal.png,no,yes,yes,world,world,,image/png,,
hg050wq7397,File 1,file,1,hg050wq7397.tar,hg050wq7397.tar,no,no,yes,world,world,,application/x-tar,,
hg050wq7397,File 2,file,2,hg050wq7397_basecolor.jpg,hg050wq7397_basecolor.jpg,no,yes,yes,world,world,,image/jpeg,,
hg050wq7397,File 3,file,3,hg050wq7397_low.mtl,hg050wq7397_low.mtl,yes,yes,yes,world,world,,text/plain,,
hg050wq7397,3d 1,3d,4,hg050wq7397_low.obj,hg050wq7397_low.obj,yes,yes,yes,world,world,,text/plain,,
hg050wq7397,File 4,file,5,hg050wq7397_normal.jpg,hg050wq7397_normal.jpg,no,yes,yes,world,world,,image/jpeg,,
hj807bj3315,File 1,file,1,hj807bj3315.tar,hj807bj3315.tar,no,no,yes,world,world,,application/x-tar,,
hj807bj3315,File 2,file,2,hj807bj3315_basecolor.jpg,hj807bj3315_basecolor.jpg,no,yes,yes,world,world,,image/jpeg,,
hj807bj3315,File 3,file,3,hj807bj3315_low.mtl,hj807bj3315_low.mtl,yes,yes,yes,world,world,,text/plain,,
hj807bj3315,3d 1,3d,4,hj807bj3315_low.obj,hj807bj3315_low.obj,yes,yes,yes,world,world,,text/plain,,
hj807bj3315,File 4,file,5,hj807bj3315_normal.jpg,hj807bj3315_normal.jpg,no,yes,yes,world,world,,image/jpeg,,
hj991jh6685,File 1,file,1,hj991jh6685.tar,hj991jh6685.tar,no,no,yes,world,world,,application/x-tar,,
hj991jh6685,File 2,file,2,hj991jh6685_basecolor.jpg,hj991jh6685_basecolor.jpg,no,yes,yes,world,world,,image/jpeg,,
hj991jh6685,File 3,file,3,hj991jh6685_low.mtl,hj991jh6685_low.mtl,yes,yes,yes,world,world,,text/plain,,
hj991jh6685,3d 1,3d,4,hj991jh6685_low.obj,hj991jh6685_low.obj,yes,yes,yes,world,world,,text/plain,,
hj991jh6685,File 4,file,5,hj991jh6685_normal.jpg,hj991jh6685_normal.jpg,no,yes,yes,world,world,,image/jpeg,,
hr218sf6047,File 1,file,1,hr218sf6047.tar,hr218sf6047.tar,no,no,yes,world,world,,application/x-tar,,
hr218sf6047,File 2,file,2,hr218sf6047_basecolor.jpg,hr218sf6047_basecolor.jpg,no,yes,yes,world,world,,image/jpeg,,
hr218sf6047,File 3,file,3,hr218sf6047_low.mtl,hr218sf6047_low.mtl,yes,yes,yes,world,world,,text/plain,,
hr218sf6047,3d 1,3d,4,hr218sf6047_low.obj,hr218sf6047_low.obj,yes,yes,yes,world,world,,text/plain,,
hr218sf6047,File 4,file,5,hr218sf6047_normal.jpg,hr218sf6047_normal.jpg,no,yes,yes,world,world,,image/jpeg,,
hs903fr5133,File 1,file,1,hs903fr5133.ply,hs903fr5133.ply,yes,yes,yes,world,world,,,,
hs903fr5133,File 2,file,2,hs903fr5133_full_obj.tar,hs903fr5133_full_obj.tar,yes,yes,yes,world,world,,image/jpeg,,
hs903fr5133,File 3,file,3,hs903fr5133_low.mtl,hs903fr5133_low.mtl,yes,yes,yes,world,world,,,,
hs903fr5133,Object 1,3d,4,hs903fr5133_low.obj,hs903fr5133_low.obj,yes,yes,yes,world,world,,text/plain,,
hs903fr5133,File 5,file,5,hs903fr5133_low_base.jpg,hs903fr5133_low_base.jpg,yes,yes,yes,world,world,,image/jpeg,,
hs903fr5133,File 6,file,6,hs903fr5133_low_normal.jpg,hs903fr5133_low_normal.jpg,yes,yes,yes,world,world,,image/jpeg,,
hv910hq2054,File 1,file,1,hv910hq2054.tar,hv910hq2054.tar,no,no,yes,world,world,,application/x-tar,,
hv910hq2054,File 2,file,2,hv910hq2054_basecolor.jpg,hv910hq2054_basecolor.jpg,no,yes,yes,world,world,,image/jpeg,,
hv910hq2054,File 3,file,3,hv910hq2054_low.mtl,hv910hq2054_low.mtl,yes,yes,yes,world,world,,text/plain,,
hv910hq2054,3d 1,3d,4,hv910hq2054_low.obj,hv910hq2054_low.obj,yes,yes,yes,world,world,,text/plain,,
hv910hq2054,File 4,file,5,hv910hq2054_normal.jpg,hv910hq2054_normal.jpg,no,yes,yes,world,world,,image/jpeg,,
hy334cs7866,File 1,file,1,hy334cs7866.tar,hy334cs7866.tar,yes,yes,yes,world,world,,application/x-tar,,
hy334cs7866,File 2,file,2,hy334cs7866_basecolor.jpg,hy334cs7866_basecolor.jpg,yes,yes,yes,world,world,,image/jpeg,,
hy334cs7866,File 3,file,3,hy334cs7866_low.mtl,hy334cs7866_low.mtl,yes,yes,yes,world,world,,text/plain,,
hy334cs7866,File 4,3d,4,hy334cs7866_low.obj,hy334cs7866_low.obj,yes,yes,yes,world,world,, text/plain,,
hy334cs7866,File 5,file,5,hy334cs7866_normal.jpg,hy334cs7866_normal.jpg,yes,yes,yes,world,world,,image/jpeg,,
jc957dh9590,File 1,file,1,jc957dh9590_low.mtl,jc957dh9590_low.mtl,yes,yes,yes,world,world,,text/plain,,
jc957dh9590,File 2,3d,2,jc957dh9590_low.obj,jc957dh9590_low.obj,yes,yes,yes,world,world,,text/plain,,
jc957dh9590,File 3,file,3,jc957dh9590_low_base.jpg,jc957dh9590_low_base.jpg,yes,yes,yes,world,world,,image/jpeg,,
jc957dh9590,File 4,file,4,jc957dh9590_low_normal.jpg,jc957dh9590_low_normal.jpg,yes,yes,yes,world,world,,image/jpeg,,
jc957dh9590,File 5,file,5,jc957dh9590_obj.tar,jc957dh9590_obj.tar,yes,yes,yes,world,world,,application/x-tar,,
jd513wk3900,File 1,file,1,jd513wk3900.ply,jd513wk3900.ply,yes,yes,yes,stanford,stanford,,,,
jd513wk3900,File 2,file,2,jd513wk3900_full_obj.tar,jd513wk3900_full_obj.tar,yes,yes,yes,stanford,stanford,,image/jpeg,,
jd513wk3900,File 3,file,3,jd513wk3900_low.mtl,jd513wk3900_low.mtl,yes,yes,yes,stanford,stanford,,,,
jd513wk3900,Object 1,3d,4,jd513wk3900_low.obj,jd513wk3900_low.obj,yes,yes,yes,stanford,stanford,,text/plain,,
jd513wk3900,File 5,file,5,jd513wk3900_low_base.jpg,jd513wk3900_low_base.jpg,yes,yes,yes,stanford,stanford,,image/jpeg,,
jd513wk3900,File 6,file,6,jd513wk3900_low_normal.jpg,jd513wk3900_low_normal.jpg,yes,yes,yes,stanford,stanford,,image/jpeg,,
jd673mb9779,File 1,file,1,jd673mb9779.tar,jd673mb9779.tar,no,no,yes,world,world,,application/x-tar,,
jd673mb9779,File 2,file,2,jd673mb9779_basecolor.jpg,jd673mb9779_basecolor.jpg,no,yes,yes,world,world,,image/jpeg,,
jd673mb9779,File 3,file,3,jd673mb9779_low.mtl,jd673mb9779_low.mtl,yes,yes,yes,world,world,,text/plain,,
jd673mb9779,3d 1,3d,4,jd673mb9779_low.obj,jd673mb9779_low.obj,yes,yes,yes,world,world,,text/plain,,
jd673mb9779,File 4,file,5,jd673mb9779_normal.jpg,jd673mb9779_normal.jpg,no,yes,yes,world,world,,image/jpeg,,
jn921xz9734,File 1,file,1,jn921xz9734.tar,jn921xz9734.tar,no,no,yes,world,world,,application/x-tar,,
jn921xz9734,File 2,file,2,jn921xz9734_basecolor.jpg,jn921xz9734_basecolor.jpg,no,yes,yes,world,world,,image/jpeg,,
jn921xz9734,File 3,file,3,jn921xz9734_low.mtl,jn921xz9734_low.mtl,yes,yes,yes,world,world,,text/plain,,
jn921xz9734,3d 1,3d,4,jn921xz9734_low.obj,jn921xz9734_low.obj,yes,yes,yes,world,world,,text/plain,,
jn921xz9734,File 4,file,5,jn921xz9734_normal.jpg,jn921xz9734_normal.jpg,no,yes,yes,world,world,,image/jpeg,,
jp375mx3677,File 1,file,1,jp375mx3677.ply,jp375mx3677.ply,yes,yes,yes,stanford,stanford,,,,
jp375mx3677,File 2,file,2,jp375mx3677_full_obj.tar,jp375mx3677_full_obj.tar,yes,yes,yes,stanford,stanford,,image/jpeg,,
jp375mx3677,File 3,file,3,jp375mx3677_low.mtl,jp375mx3677_low.mtl,yes,yes,yes,stanford,stanford,,,,
jp375mx3677,Object 1,3d,4,jp375mx3677_low.obj,jp375mx3677_low.obj,yes,yes,yes,stanford,stanford,,text/plain,,
jp375mx3677,File 5,file,5,jp375mx3677_low_base.jpg,jp375mx3677_low_base.jpg,yes,yes,yes,stanford,stanford,,image/jpeg,,
jp375mx3677,File 6,file,6,jp375mx3677_low_normal.jpg,jp375mx3677_low_normal.jpg,yes,yes,yes,stanford,stanford,,image/jpeg,,
jq460qf3815,File 1,file,1,HesyRa3.png,HesyRa3.png,no,yes,yes,world,world,,image/png,,
jq460qf3815,File 2,file,2,Mudbrick2.jpg,Mudbrick2.jpg,no,yes,yes,world,world,,image/jpeg,,
jq460qf3815,File 3,file,3,SAN2.mtl,SAN2.mtl,yes,yes,yes,world,world,,text/plain,,
jq460qf3815,3d 1,3d,4,SAN2.obj,SAN2.obj,yes,yes,yes,world,world,,text/plain,,
jq460qf3815,File 4,file,5,brown2.png,brown2.png,no,yes,yes,world,world,,image/png,,
jq460qf3815,File 5,file,6,brown3.png,brown3.png,no,yes,yes,world,world,,image/png,,
jq460qf3815,File 6,file,7,brown4.png,brown4.png,no,yes,yes,world,world,,image/png,,
jq460qf3815,File 7,file,8,jq460qf3815.zip,jq460qf3815.zip,yes,yes,yes,world,world,,application/zip,,
jq460qf3815,File 8,file,9,sand_color.jpg,sand_color.jpg,no,yes,yes,world,world,,image/jpeg,,
jq460qf3815,File 9,file,10,stone_01.jpg,stone_01.jpg,no,yes,yes,world,world,,image/jpeg,,
jq460qf3815,File 10,file,11,white_limestone1.jpg,white_limestone1.jpg,no,yes,yes,world,world,,image/jpeg,,
jq460qf3815,File 11,file,12,white_limestone2.jpg,white_limestone2.jpg,no,yes,yes,world,world,,image/jpeg,,
jv249mm9025,File 1,file,1,jv249mm9025.tar,jv249mm9025.tar,yes,yes,yes,world,world,,application/x-tar,,
jv249mm9025,File 2,file,2,jv249mm9025_basecolor.jpg,jv249mm9025_basecolor.jpg,yes,yes,yes,world,world,,image/jpeg,,
jv249mm9025,File 3,file,3,jv249mm9025_low.mtl,jv249mm9025_low.mtl,yes,yes,yes,world,world,,text/plain,,
jv249mm9025,File 4,3d,4,jv249mm9025_low.obj,jv249mm9025_low.obj,yes,yes,yes,world,world,,text/plain,,
jv249mm9025,File 5,file,5,jv249mm9025_normal.jpg,jv249mm9025_normal.jpg,yes,yes,yes,world,world,,image/jpeg,,
jz878nt9855,File 1,file,1,jz878nt9855.tar,jz878nt9855.tar,no,no,yes,world,world,,application/x-tar,,
jz878nt9855,File 2,file,2,jz878nt9855_basecolor.jpg,jz878nt9855_basecolor.jpg,no,yes,yes,world,world,,image/jpeg,,
jz878nt9855,File 3,file,3,jz878nt9855_low.mtl,jz878nt9855_low.mtl,yes,yes,yes,world,world,,text/plain,,
jz878nt9855,3d 1,3d,4,jz878nt9855_low.obj,jz878nt9855_low.obj,yes,yes,yes,world,world,,text/plain,,
jz878nt9855,File 4,file,5,jz878nt9855_normal.jpg,jz878nt9855_normal.jpg,no,yes,yes,world,world,,image/jpeg,,
kf302ss8294,File 1,file,1,kf302ss8294.ply,kf302ss8294.ply,yes,yes,yes,world,world,,,,
kf302ss8294,File 2,file,2,kf302ss8294_full_obj.tar,kf302ss8294_full_obj.tar,yes,yes,yes,world,world,,image/jpeg,,
kf302ss8294,File 3,file,3,kf302ss8294_low.mtl,kf302ss8294_low.mtl,yes,yes,yes,world,world,,,,
kf302ss8294,Object 1,3d,4,kf302ss8294_low.obj,kf302ss8294_low.obj,yes,yes,yes,world,world,,text/plain,,
kf302ss8294,File 5,file,5,kf302ss8294_low_base.jpg,kf302ss8294_low_base.jpg,yes,yes,yes,world,world,,image/jpeg,,
kf302ss8294,File 6,file,6,kf302ss8294_low_normal.jpg,kf302ss8294_low_normal.jpg,yes,yes,yes,world,world,,image/jpeg,,
kf476dc4756,File 1,file,1,HesyRa3.png,HesyRa3.png,no,yes,yes,world,world,,image/png,,
kf476dc4756,File 2,file,2,Limestone1.jpg,Limestone1.jpg,no,yes,yes,world,world,,image/jpeg,,
kf476dc4756,File 3,file,3,Mudbrick.png,Mudbrick.png,no,yes,yes,world,world,,image/png,,
kf476dc4756,File 4,file,4,Mudbrick1_.png,Mudbrick1_.png,no,yes,yes,world,world,,image/png,,
kf476dc4756,File 5,file,5,Mudbrick2.png,Mudbrick2.png,no,yes,yes,world,world,,image/png,,
kf476dc4756,File 6,file,6,Mudbrick3.png,Mudbrick3.png,no,yes,yes,world,world,,image/png,,
kf476dc4756,File 7,file,7,Mudbrick4.png,Mudbrick4.png,no,yes,yes,world,world,,image/png,,
kf476dc4756,File 8,file,8,Mudplaster.jpg,Mudplaster.jpg,no,yes,yes,world,world,,image/jpeg,,
kf476dc4756,File 9,file,9,Paving.jpg,Paving.jpg,no,yes,yes,world,world,,image/jpeg,,
kf476dc4756,File 10,file,10,Sethnakht.mtl,Sethnakht.mtl,yes,yes,yes,world,world,,text/plain,,
kf476dc4756,3d 1,3d,11,Sethnakht.obj,Sethnakht.obj,yes,yes,yes,world,world,,text/plain,,
kf476dc4756,File 11,file,12,Whitelimestone.jpg,Whitelimestone.jpg,no,yes,yes,world,world,,image/jpeg,,
kf476dc4756,File 12,file,13,_17.jpg,_17.jpg,no,yes,yes,world,world,,image/jpeg,,
kf476dc4756,File 13,file,14,kf476dc4756.zip,kf476dc4756.zip,yes,yes,yes,world,world,,application/zip,,
kf476dc4756,File 14,file,15,unfinished_limestone3.jpg,unfinished_limestone3.jpg,no,yes,yes,world,world,,image/jpeg,,
kf581ht2806,File 1,file,1,kf581ht2806_low.mtl,kf581ht2806_low.mtl,yes,yes,yes,world,world,,,,
kf581ht2806,File 2,3d,2,kf581ht2806_low.obj,kf581ht2806_low.obj,yes,yes,yes,world,world,,text/plain,,
kf581ht2806,File 3,file,3,kf581ht2806_low_base.jpg,kf581ht2806_low_base.jpg,yes,yes,yes,world,world,,image/jpeg,,
kf581ht2806,File 4,file,4,kf581ht2806_low_normal.jpg,kf581ht2806_low_normal.jpg,yes,yes,yes,world,world,,image/jpeg,,
kf581ht2806,File 5,file,5,kf581ht2806_obj.tar,kf581ht2806_obj.tar,yes,yes,yes,world,world,,application/x-tar,,
kg307fp4586,File 1,file,1,HesyRa3.png,HesyRa3.png,no,yes,yes,world,world,,image/png,,
kg307fp4586,File 2,file,2,Limestone.jpg,Limestone.jpg,no,yes,yes,world,world,,image/jpeg,,
kg307fp4586,File 3,file,3,Limestone_Big.jpg,Limestone_Big.jpg,no,yes,yes,world,world,,image/jpeg,,
kg307fp4586,File 4,file,4,Red_Granite.jpg,Red_Granite.jpg,no,yes,yes,world,world,,image/jpeg,,
kg307fp4586,File 5,file,5,SolarTemple_Niuserre.mtl,SolarTemple_Niuserre.mtl,yes,yes,yes,world,world,,text/plain,,
kg307fp4586,3d 1,3d,6,SolarTemple_Niuserre.obj,SolarTemple_Niuserre.obj,yes,yes,yes,world,world,,text/plain,,
kg307fp4586,File 6,file,7,White_Limestone.jpg,White_Limestone.jpg,no,yes,yes,world,world,,image/jpeg,,
kg307fp4586,File 7,file,8,kg307fp4586.zip,kg307fp4586.zip,yes,yes,yes,world,world,,application/zip,,
kj088cq8114,File 1,file,1,HesyRa3.png,HesyRa3.png,no,yes,yes,world,world,,image/png,,
kj088cq8114,File 2,file,2,Mudbrick1.png,Mudbrick1.png,no,yes,yes,world,world,,image/png,,
kj088cq8114,File 3,file,3,Mudbrick3.jpg,Mudbrick3.jpg,no,yes,yes,world,world,,image/jpeg,,
kj088cq8114,File 4,file,4,Mudbrick3_10_.jpg,Mudbrick3_10_.jpg,no,yes,yes,world,world,,image/jpeg,,
kj088cq8114,File 5,file,5,Mudbrick3_11_.jpg,Mudbrick3_11_.jpg,no,yes,yes,world,world,,image/jpeg,,
kj088cq8114,File 6,file,6,Mudbrick3_12_.jpg,Mudbrick3_12_.jpg,no,yes,yes,world,world,,image/jpeg,,
kj088cq8114,File 7,file,7,Mudbrick3_1_.jpg,Mudbrick3_1_.jpg,no,yes,yes,world,world,,image/jpeg,,
kj088cq8114,File 8,file,8,Mudbrick3_2_.jpg,Mudbrick3_2_.jpg,no,yes,yes,world,world,,image/jpeg,,
kj088cq8114,File 9,file,9,Mudbrick3_3_.jpg,Mudbrick3_3_.jpg,no,yes,yes,world,world,,image/jpeg,,
kj088cq8114,File 10,file,10,Mudbrick3_4_.jpg,Mudbrick3_4_.jpg,no,yes,yes,world,world,,image/jpeg,,
kj088cq8114,File 11,file,11,Mudbrick3_5_.jpg,Mudbrick3_5_.jpg,no,yes,yes,world,world,,image/jpeg,,
kj088cq8114,File 12,file,12,Mudbrick3_6_.jpg,Mudbrick3_6_.jpg,no,yes,yes,world,world,,image/jpeg,,
kj088cq8114,File 13,file,13,Mudbrick3_7_.jpg,Mudbrick3_7_.jpg,no,yes,yes,world,world,,image/jpeg,,
kj088cq8114,File 14,file,14,Mudbrick3_8_.jpg,Mudbrick3_8_.jpg,no,yes,yes,world,world,,image/jpeg,,
kj088cq8114,File 15,file,15,Mudbrick3_9_.jpg,Mudbrick3_9_.jpg,no,yes,yes,world,world,,image/jpeg,,
kj088cq8114,File 16,file,16,Mudbrick4.jpg,Mudbrick4.jpg,no,yes,yes,world,world,,image/jpeg,,
kj088cq8114,File 17,file,17,Unfinished_SSaqqara.mtl,Unfinished_SSaqqara.mtl,yes,yes,yes,world,world,,text/plain,,
kj088cq8114,3d 1,3d,18,Unfinished_SSaqqara.obj,Unfinished_SSaqqara.obj,yes,yes,yes,world,world,,text/plain,,
kj088cq8114,File 18,file,19,kj088cq8114.zip,kj088cq8114.zip,yes,yes,yes,world,world,,application/zip,,
kn053vd9828,File 1,file,1,kn053vd9828.tar,kn053vd9828.tar,no,no,yes,world,world,,application/x-tar,,
kn053vd9828,File 2,file,2,kn053vd9828_basecolor.jpg,kn053vd9828_basecolor.jpg,no,yes,yes,world,world,,image/jpeg,,
kn053vd9828,File 3,file,3,kn053vd9828_low.mtl,kn053vd9828_low.mtl,yes,yes,yes,world,world,,text/plain,,
kn053vd9828,3d 1,3d,4,kn053vd9828_low.obj,kn053vd9828_low.obj,yes,yes,yes,world,world,,text/plain,,
kn053vd9828,File 4,file,5,kn053vd9828_normal.jpg,kn053vd9828_normal.jpg,no,yes,yes,world,world,,image/jpeg,,
kn073qt9437,File 1,file,1,kn073qt9437.ply,kn073qt9437.ply,yes,yes,yes,world,world,,,,
kn073qt9437,File 2,file,2,kn073qt9437_full_obj.tar,kn073qt9437_full_obj.tar,yes,yes,yes,world,world,,image/jpeg,,
kn073qt9437,File 3,file,3,kn073qt9437_low.mtl,kn073qt9437_low.mtl,yes,yes,yes,world,world,,,,
kn073qt9437,Object 1,3d,4,kn073qt9437_low.obj,kn073qt9437_low.obj,yes,yes,yes,world,world,,text/plain,,
kn073qt9437,File 5,file,5,kn073qt9437_low_base.jpg,kn073qt9437_low_base.jpg,yes,yes,yes,world,world,,image/jpeg,,
kn073qt9437,File 6,file,6,kn073qt9437_low_normal.jpg,kn073qt9437_low_normal.jpg,yes,yes,yes,world,world,,image/jpeg,,
kq657zj9511,File 1,file,1,kq657zj9511.zip,kq657zj9511.zip,yes,yes,yes,world,world,,application/zip,,
