druid,resource_label,resource_type,sequence,filename,file_label,publish,shelve,preserve,rights_view,rights_download,rights_location,mimetype,role,file_language
bb648mk7250,File 1,file,1,bb648mk7250.tar,bb648mk7250.tar,yes,yes,yes,world,world,,application/x-tar,,
bb648mk7250,File 2,file,2,bb648mk7250_basecolor.jpg,bb648mk7250_basecolor.jpg,yes,yes,yes,world,world,,image/jpeg,,
bb648mk7250,File 3,file,3,bb648mk7250_low.mtl,bb648mk7250_low.mtl,yes,yes,yes,world,world,,text/plain,,
bb648mk7250,3d 1,3d,4,bb648mk7250_low.obj,bb648mk7250_low.obj,yes,yes,yes,world,world,,text/plain,,
bb648mk7250,File 4,file,5,bb648mk7250_normal.jpg,bb648mk7250_normal.jpg,yes,yes,yes,world,world,,image/jpeg,,
bc769sr4504,File 1,file,1,Anonymous_Dyn19_chapel.mtl,Anonymous_Dyn19_chapel.mtl,yes,yes,yes,world,world,,text/plain,,
bc769sr4504,3d 1,3d,2,Anonymous_Dyn19_chapel.obj,Anonymous_Dyn19_chapel.obj,yes,yes,yes,world,world,,text/plain,,
bc769sr4504,File 2,file,3,HesyRa3.png,HesyRa3.png,no,yes,yes,world,world,,image/png,,
bc769sr4504,File 3,file,4,Limestone_Block1.jpg,Limestone_Block1.jpg,no,yes,yes,world,world,,image/jpeg,,
bc769sr4504,File 4,file,5,Limestone_Block2.jpg,Limestone_Block2.jpg,no,yes,yes,world,world,,image/jpeg,,
bc769sr4504,File 5,file,6,MudBrick.png,MudBrick.png,no,yes,yes,world,world,,image/png,,
bc769sr4504,File 6,file,7,MudPaving.jpg,MudPaving.jpg,no,yes,yes,world,world,,image/jpeg,,
bc769sr4504,File 7,object,8,bc769sr4504.zip,bc769sr4504.zip,yes,yes,yes,world,world,,application/zip,,
bc769sr4504,File 8,file,9,pavingstone.jpg,pavingstone.jpg,no,yes,yes,world,world,,image/jpeg,,
bc769sr4504,File 9,file,10,plaster.jpg,plaster.jpg,no,yes,yes,world,world,,image/jpeg,,
bc769sr4504,File 10,file,11,plaster2.jpg,plaster2.jpg,no,yes,yes,world,world,,image/jpeg,,
bf418ns2590,File 1,file,1,bf418ns2590.ply,bf418ns2590.ply,yes,yes,yes,world,world,,,,
bf418ns2590,File 2,file,2,bf418ns2590.stl,bf418ns2590.stl,yes,yes,yes,world,world,,application/vnd.ms-pki.stl,,
bf418ns2590,File 3,file,3,bf418ns2590_full_obj.tar,bf418ns2590_full_obj.tar,yes,yes,yes,world,world,,image/jpeg,,
bf418ns2590,File 4,file,4,bf418ns2590_low.mtl,bf418ns2590_low.mtl,yes,yes,yes,world,world,,,,
bf418ns2590,Object 1,3d,5,bf418ns2590_low.obj,bf418ns2590_low.obj,yes,yes,yes,world,world,,text/plain,,
bf418ns2590,File 6,file,6,bf418ns2590_low_base.jpg,bf418ns2590_low_base.jpg,yes,yes,yes,world,world,,image/jpeg,,
bf418ns2590,File 7,file,7,bf418ns2590_low_normal.jpg,bf418ns2590_low_normal.jpg,yes,yes,yes,world,world,,image/jpeg,,
bg387kw8222,File 1,file,1,bg387kw8222.ply,bg387kw8222.ply,yes,yes,yes,world,world,,,,
bg387kw8222,File 2,file,2,bg387kw8222_full_obj.tar,bg387kw8222_full_obj.tar,yes,yes,yes,world,world,,image/jpeg,,
bg387kw8222,File 3,file,3,bg387kw8222_low.mtl,bg387kw8222_low.mtl,yes,yes,yes,world,world,,,,
bg387kw8222,Object 1,3d,4,bg387kw8222_low.obj,bg387kw8222_low.obj,yes,yes,yes,world,world,,text/plain,,
bg387kw8222,File 5,file,5,bg387kw8222_low_base.jpg,bg387kw8222_low_base.jpg,yes,yes,yes,world,world,,image/jpeg,,
bg387kw8222,File 6,file,6,bg387kw8222_low_normal.jpg,bg387kw8222_low_normal.jpg,yes,yes,yes,world,world,,image/jpeg,,
bh598jp0897,File 1,file,1,3120.mtl,3120.mtl,yes,yes,yes,world,world,,text/plain,,
bh598jp0897,3d 1,3d,2,3120.obj,3120.obj,yes,yes,yes,world,world,,text/plain,,
bh598jp0897,File 2,file,3,HesyRa3.png,HesyRa3.png,no,yes,yes,world,world,,image/png,,
bh598jp0897,File 3,file,4,White_plaster_notexture.png,White_plaster_notexture.png,no,yes,yes,world,world,,image/png,,
bh598jp0897,File 4,file,5,bh598jp0897.zip,bh598jp0897.zip,yes,yes,yes,world,world,,application/zip,,
bj213zn9030,File 1,file,1,Djedefre_Pyramid.mtl,Djedefre_Pyramid.mtl,yes,yes,yes,world,world,,text/plain,,
bj213zn9030,3d 1,3d,2,Djedefre_Pyramid.obj,Djedefre_Pyramid.obj,yes,yes,yes,world,world,,text/plain,,
bj213zn9030,File 2,file,3,HesyRa3.png,HesyRa3.png,no,yes,yes,world,world,,image/png,,
bj213zn9030,File 3,file,4,Limestone_Block.jpg,Limestone_Block.jpg,no,yes,yes,world,world,,image/jpeg,,
bj213zn9030,File 4,file,5,_1.jpg,_1.jpg,no,yes,yes,world,world,,image/jpeg,,
bj213zn9030,File 5,file,6,bj213zn9030.zip,bj213zn9030.zip,yes,yes,yes,world,world,,application/zip,,
bk914zc7842,File 1,file,1,bk914zc7842.tar,bk914zc7842.tar,yes,yes,yes,world,world,,application/x-tar,,
bk914zc7842,File 2,file,2,bk914zc7842_basecolor_low.jpg,bk914zc7842_basecolor_low.jpg,yes,yes,yes,world,world,,image/jpeg,,
bk914zc7842,File 3,file,3,bk914zc7842_low.mtl,bk914zc7842_low.mtl,yes,yes,yes,world,world,,text/plain,,
bk914zc7842,File 4,3d,4,bk914zc7842_low.obj,bk914zc7842_low.obj,yes,yes,yes,world,world,,text/plain,,
bk914zc7842,File 5,file,5,bk914zc7842_normal_low.jpg,bk914zc7842_normal_low.jpg,yes,yes,yes,world,world,,image/jpeg,,
bq561ww8633,File 1,file,1,Casing2.jpg,Casing2.jpg,no,yes,yes,world,world,,image/jpeg,,
bq561ww8633,File 2,file,2,HesyRa3.png,HesyRa3.png,no,yes,yes,world,world,,image/png,,
bq561ww8633,File 3,file,3,Shepseskaf_Mastaba.mtl,Shepseskaf_Mastaba.mtl,yes,yes,yes,world,world,,text/plain,,
bq561ww8633,3d 1,3d,4,Shepseskaf_Mastaba.obj,Shepseskaf_Mastaba.obj,yes,yes,yes,world,world,,text/plain,,
bq561ww8633,File 4,file,5,_1.jpg,_1.jpg,no,yes,yes,world,world,,image/jpeg,,
bq561ww8633,File 5,file,6,_2.jpg,_2.jpg,no,yes,yes,world,world,,image/jpeg,,
bq561ww8633,File 6,file,7,bq561ww8633.zip,bq561ww8633.zip,yes,yes,yes,world,world,,application/zip,,
bq657qb7394,File 1,file,1,bq657qb7394.zip,bq657qb7394.zip,yes,yes,yes,world,world,,application/zip,,
bq657qb7394,File 2,file,2,bq657qb7394_basecolor.jpg,bq657qb7394_basecolor.jpg,yes,yes,yes,world,world,,image/jpeg,,
bq657qb7394,File 3,file,3,bq657qb7394_low.mtl,bq657qb7394_low.mtl,yes,yes,yes,world,world,,text/plain,,
bq657qb7394,3d 1,3d,4,bq657qb7394_low.obj,bq657qb7394_low.obj,yes,yes,yes,world,world,,text/plain,,
bq657qb7394,File 4,file,5,bq657qb7394_normal.jpg,bq657qb7394_normal.jpg,yes,yes,yes,world,world,,image/jpeg,,
br036rj4142,File 1,file,1,HesyRa3.png,HesyRa3.png,no,yes,yes,world,world,,image/png,,
br036rj4142,File 2,file,2,Tia_Tia.mtl,Tia_Tia.mtl,yes,yes,yes,world,world,,text/plain,,
br036rj4142,3d 1,3d,3,Tia_Tia.obj,Tia_Tia.obj,yes,yes,yes,world,world,,text/plain,,
br036rj4142,File 3,file,4,_11.jpg,_11.jpg,no,yes,yes,world,world,,image/jpeg,,
br036rj4142,File 4,file,5,_12.jpg,_12.jpg,no,yes,yes,world,world,,image/jpeg,,
br036rj4142,File 5,file,6,_14.jpg,_14.jpg,no,yes,yes,world,world,,image/jpeg,,
br036rj4142,File 6,file,7,_19.jpg,_19.jpg,no,yes,yes,world,world,,image/jpeg,,
br036rj4142,File 7,file,8,_26.jpg,_26.jpg,no,yes,yes,world,world,,image/jpeg,,
br036rj4142,File 8,file,9,_3.png,_3.png,no,yes,yes,world,world,,image/png,,
br036rj4142,File 9,file,10,_31.jpg,_31.jpg,no,yes,yes,world,world,,image/jpeg,,
br036rj4142,File 10,file,11,_32.jpg,_32.jpg,no,yes,yes,world,world,,image/jpeg,,
br036rj4142,File 11,file,12,_35.jpg,_35.jpg,no,yes,yes,world,world,,image/jpeg,,
br036rj4142,File 12,file,13,_36.jpg,_36.jpg,no,yes,yes,world,world,,image/jpeg,,
br036rj4142,File 13,file,14,_41.jpg,_41.jpg,no,yes,yes,world,world,,image/jpeg,,
br036rj4142,File 14,file,15,_42.jpg,_42.jpg,no,yes,yes,world,world,,image/jpeg,,
br036rj4142,File 15,file,16,_43.jpg,_43.jpg,no,yes,yes,world,world,,image/jpeg,,
br036rj4142,File 16,file,17,_44.jpg,_44.jpg,no,yes,yes,world,world,,image/jpeg,,
br036rj4142,File 17,file,18,_45.jpg,_45.jpg,no,yes,yes,world,world,,image/jpeg,,
br036rj4142,File 18,file,19,_46.jpg,_46.jpg,no,yes,yes,world,world,,image/jpeg,,
br036rj4142,File 19,file,20,_47.jpg,_47.jpg,no,yes,yes,world,world,,image/jpeg,,
br036rj4142,File 20,file,21,_51.jpg,_51.jpg,no,yes,yes,world,world,,image/jpeg,,
br036rj4142,File 21,file,22,_52.jpg,_52.jpg,no,yes,yes,world,world,,image/jpeg,,
br036rj4142,File 22,file,23,_53.jpg,_53.jpg,no,yes,yes,world,world,,image/jpeg,,
br036rj4142,File 23,file,24,_55.jpg,_55.jpg,no,yes,yes,world,world,,image/jpeg,,
br036rj4142,File 24,file,25,_56.jpg,_56.jpg,no,yes,yes,world,world,,image/jpeg,,
br036rj4142,File 25,file,26,_57.jpg,_57.jpg,no,yes,yes,world,world,,image/jpeg,,
br036rj4142,File 26,file,27,_8.jpg,_8.jpg,no,yes,yes,world,world,,image/jpeg,,
br036rj4142,File 27,file,28,br036rj4142.zip,br036rj4142.zip,yes,yes,yes,world,world,,application/zip,,
br036rj4142,File 28,file,29,grey_diorite1.jpg,grey_diorite1.jpg,no,yes,yes,world,world,,image/jpeg,,
bv565dh9829,File 1,file,1,bv565dh9829.tar,bv565dh9829.tar,no,no,yes,world,world,,application/x-tar,,
bv565dh9829,File 2,file,2,bv565dh9829_basecolor.jpg,bv565dh9829_basecolor.jpg,no,yes,yes,world,world,,image/jpeg,,
bv565dh9829,File 3,file,3,bv565dh9829_low.mtl,bv565dh9829_low.mtl,yes,yes,yes,world,world,,text/plain,,
bv565dh9829,3d 1,3d,4,bv565dh9829_low.obj,bv565dh9829_low.obj,yes,yes,yes,world,world,,text/plain,,
bv565dh9829,File 4,file,5,bv565dh9829_normal.jpg,bv565dh9829_normal.jpg,no,yes,yes,world,world,,image/jpeg,,
bv789rb1599,File 1,file,1,bv789rb1599.tar,bv789rb1599.tar,no,no,yes,world,world,,application/x-tar,,
bv789rb1599,File 2,file,2,bv789rb1599_basecolor.jpg,bv789rb1599_basecolor.jpg,no,yes,yes,world,world,,image/jpeg,,
bv789rb1599,File 3,file,3,bv789rb1599_low.mtl,bv789rb1599_low.mtl,yes,yes,yes,world,world,,text/plain,,
bv789rb1599,3d 1,3d,4,bv789rb1599_low.obj,bv789rb1599_low.obj,yes,yes,yes,world,world,,text/plain,,
bv789rb1599,File 4,file,5,bv789rb1599_normal.jpg,bv789rb1599_normal.jpg,no,yes,yes,world,world,,image/jpeg,,
bw651vn9138,File 1,file,1,bw651vn9138.ply,bw651vn9138.ply,yes,yes,yes,world,world,,,,
bw651vn9138,File 2,file,2,bw651vn9138_full_obj.tar,bw651vn9138_full_obj.tar,yes,yes,yes,world,world,,image/jpeg,,
bw651vn9138,File 3,file,3,bw651vn9138_low.mtl,bw651vn9138_low.mtl,yes,yes,yes,world,world,,,,
bw651vn9138,Object 1,3d,4,bw651vn9138_low.obj,bw651vn9138_low.obj,yes,yes,yes,world,world,,text/plain,,
bw651vn9138,File 5,file,5,bw651vn9138_low_base.jpg,bw651vn9138_low_base.jpg,yes,yes,yes,world,world,,image/jpeg,,
bw651vn9138,File 6,file,6,bw651vn9138_low_normal.jpg,bw651vn9138_low_normal.jpg,yes,yes,yes,world,world,,image/jpeg,,
bx715my3000,File 1,file,1,bx715my3000.ply,bx715my3000.ply,yes,yes,yes,stanford,stanford,,,,
bx715my3000,File 2,file,2,bx715my3000_full_obj.tar,bx715my3000_full_obj.tar,yes,yes,yes,stanford,stanford,,image/jpeg,,
bx715my3000,File 3,file,3,bx715my3000_low.mtl,bx715my3000_low.mtl,yes,yes,yes,stanford,stanford,,,,
bx715my3000,Object 1,3d,4,bx715my3000_low.obj,bx715my3000_low.obj,yes,yes,yes,stanford,stanford,,text/plain,,
bx715my3000,File 5,file,5,bx715my3000_low_base.jpg,bx715my3000_low_base.jpg,yes,yes,yes,stanford,stanford,,image/jpeg,,
bx715my3000,File 6,file,6,bx715my3000_low_normal.jpg,bx715my3000_low_normal.jpg,yes,yes,yes,stanford,stanford,,image/jpeg,,
bx879sy7048,File 1,file,1,bx879sy7048.tar,bx879sy7048.tar,no,no,yes,world,world,,application/x-tar,,
bx879sy7048,File 2,file,2,bx879sy7048_basecolor.jpg,bx879sy7048_basecolor.jpg,no,yes,yes,world,world,,image/jpeg,,
bx879sy7048,File 3,file,3,bx879sy7048_low.mtl,bx879sy7048_low.mtl,yes,yes,yes,world,world,,text/plain,,
bx879sy7048,3d 1,3d,4,bx879sy7048_low.obj,bx879sy7048_low.obj,yes,yes,yes,world,world,,text/plain,,
bx879sy7048,File 4,file,5,bx879sy7048_normal.jpg,bx879sy7048_normal.jpg,no,yes,yes,world,world,,image/jpeg,,
by862pj9929,File 1,file,1,HesyRa3.png,HesyRa3.png,no,yes,yes,world,world,,image/png,,
by862pj9929,File 2,file,2,LepsiusXXIV.mtl,LepsiusXXIV.mtl,yes,yes,yes,world,world,,text/plain,,
by862pj9929,3d 1,3d,3,LepsiusXXIV.obj,LepsiusXXIV.obj,yes,yes,yes,world,world,,text/plain,,
by862pj9929,File 3,file,4,by862pj9929.zip,by862pj9929.zip,yes,yes,yes,world,world,,application/zip,,
by862pj9929,File 4,file,5,white_limestone1.jpg,white_limestone1.jpg,no,yes,yes,world,world,,image/jpeg,,
bz486jh7791,File 1,file,1,HesyRa3.png,HesyRa3.png,no,yes,yes,world,world,,image/png,,
bz486jh7791,File 2,file,2,Raneferef_pyramid.mtl,Raneferef_pyramid.mtl,yes,yes,yes,world,world,,text/plain,,
bz486jh7791,3d 1,3d,3,Raneferef_pyramid.obj,Raneferef_pyramid.obj,yes,yes,yes,world,world,,text/plain,,
bz486jh7791,File 3,file,4,Stone_gravel.jpg,Stone_gravel.jpg,no,yes,yes,world,world,,image/jpeg,,
bz486jh7791,File 4,file,5,bz486jh7791.zip,bz486jh7791.zip,yes,yes,yes,world,world,,application/zip,,
bz486jh7791,File 5,file,6,white_limeston_block.tif,white_limeston_block.tif,no,no,yes,world,world,,image/tiff,,
cb462jn0451,File 1,file,1,HesyRa3.png,HesyRa3.png,no,yes,yes,world,world,,image/png,,
cb462jn0451,File 2,file,2,Huynefer_Nebnefer_ST217.mtl,Huynefer_Nebnefer_ST217.mtl,yes,yes,yes,world,world,,text/plain,,
cb462jn0451,3d 1,3d,3,Huynefer_Nebnefer_ST217.obj,Huynefer_Nebnefer_ST217.obj,yes,yes,yes,world,world,,text/plain,,
cb462jn0451,File 3,file,4,cb462jn0451.zip,cb462jn0451.zip,yes,yes,yes,world,world,,application/zip,,
cb462jn0451,File 4,file,5,floor_slabs2.jpg,floor_slabs2.jpg,no,no,yes,world,world,,image/jpeg,,
cb462jn0451,File 5,file,6,mudplaster.jpg,mudplaster.jpg,no,no,yes,world,world,,image/jpeg,,
cb462jn0451,File 6,file,7,pink_granite2.jpg,pink_granite2.jpg,no,no,yes,world,world,,image/jpeg,,
cb462jn0451,File 7,file,8,white_limeston_block.jpg,white_limeston_block.jpg,no,no,yes,world,world,,image/jpeg,,
cb462jn0451,File 8,file,9,white_limestone1.jpg,white_limestone1.jpg,no,no,yes,world,world,,image/jpeg,,
cb462jn0451,File 9,file,10,white_mudplaster.jpg,white_mudplaster.jpg,no,no,yes,world,world,,image/jpeg,,
cb820zq2353,File 1,file,1,3036.mtl,3036.mtl,yes,yes,yes,world,world,,text/plain,,
cb820zq2353,3d 1,3d,2,3036.obj,3036.obj,yes,yes,yes,world,world,,text/plain,,
cb820zq2353,File 2,file,3,HesyRa3.png,HesyRa3.png,no,yes,yes,world,world,,image/png,,
cb820zq2353,File 3,file,4,White_plaster_notexture.png,White_plaster_notexture.png,no,yes,yes,world,world,,image/png,,
cb820zq2353,File 4,file,5,cb820zq2353.zip,cb820zq2353.zip,yes,yes,yes,world,world,,application/zip,,
cd243fq7589,File 1,file,1,cd243fq7589.tar,cd243fq7589.tar,no,no,yes,world,world,,application/x-tar,,
cd243fq7589,File 2,file,2,cd243fq7589_basecolor.jpg,cd243fq7589_basecolor.jpg,no,yes,yes,world,world,,image/jpeg,,
cd243fq7589,File 3,file,3,cd243fq7589_low.mtl,cd243fq7589_low.mtl,yes,yes,yes,world,world,,text/plain,,
cd243fq7589,3d 1,3d,4,cd243fq7589_low.obj,cd243fq7589_low.obj,yes,yes,yes,world,world,,text/plain,,
cd243fq7589,File 4,file,5,cd243fq7589_normal.jpg,cd243fq7589_normal.jpg,no,yes,yes,world,world,,image/jpeg,,
cg796qs4136,File 1,file,1,cg796qs4136.zip,cg796qs4136.zip,yes,yes,yes,world,world,,application/zip,,
cg796qs4136,File 2,file,2,cg796qs4136_basecolor.jpg,cg796qs4136_basecolor.jpg,yes,yes,yes,world,world,,image/jpeg,,
cg796qs4136,File 3,file,3,cg796qs4136_low.mtl,cg796qs4136_low.mtl,yes,yes,yes,world,world,,text/plain,,
cg796qs4136,3d 1,3d,4,cg796qs4136_low.obj,cg796qs4136_low.obj,yes,yes,yes,world,world,,text/plain,,
cg796qs4136,File 4,file,5,cg796qs4136_normal.jpg,cg796qs4136_normal.jpg,yes,yes,yes,world,world,,image/jpeg,,
ck604bf8085,File 1,file,1,ck604bf8085.ply,ck604bf8085.ply,yes,yes,yes,stanford,stanford,,,,
ck604bf8085,File 2,file,2,ck604bf8085_full_obj.tar,ck604bf8085_full_obj.tar,yes,yes,yes,stanford,stanford,,image/jpeg,,
ck604bf8085,File 3,file,3,ck604bf8085_low.mtl,ck604bf8085_low.mtl,yes,yes,yes,stanford,stanford,,,,
ck604bf8085,Object 1,3d,4,ck604bf8085_low.obj,ck604bf8085_low.obj,yes,yes,yes,stanford,stanford,,text/plain,,
ck604bf8085,File 5,file,5,ck604bf8085_low_base.jpg,ck604bf8085_low_base.jpg,yes,yes,yes,stanford,stanford,,image/jpeg,,
ck604bf8085,File 6,file,6,ck604bf8085_low_normal.jpg,ck604bf8085_low_normal.jpg,yes,yes,yes,stanford,stanford,,image/jpeg,,
cm433fr7636,File 1,file,1,cm433fr7636.zip,cm433fr7636.zip,yes,yes,yes,world,world,,application/zip,,
cm433fr7636,File 2,file,2,cm433fr7636_basecolor.jpg,cm433fr7636_basecolor.jpg,no,yes,yes,world,world,,image/jpeg,,
cm433fr7636,File 3,file,3,cm433fr7636_low.mtl,cm433fr7636_low.mtl,yes,yes,yes,world,world,,text/plain,,
cm433fr7636,3d 1,3d,4,cm433fr7636_low.obj,cm433fr7636_low.obj,yes,yes,yes,world,world,,text/plain,,
cm433fr7636,File 4,file,5,cm433fr7636_normal.jpg,cm433fr7636_normal.jpg,no,yes,yes,world,world,,image/jpeg,,
cn362nj0131,File 1,file,1,cn362nj0131.tar,cn362nj0131.tar,no,no,yes,world,world,,application/x-tar,,
cn362nj0131,File 2,file,2,cn362nj0131_basecolor.jpg,cn362nj0131_basecolor.jpg,no,yes,yes,world,world,,image/jpeg,,
cn362nj0131,File 3,file,3,cn362nj0131_low.mtl,cn362nj0131_low.mtl,yes,yes,yes,world,world,,text/plain,,
cn362nj0131,3d 1,3d,4,cn362nj0131_low.obj,cn362nj0131_low.obj,yes,yes,yes,world,world,,text/plain,,
cn362nj0131,File 4,file,5,cn362nj0131_normal.jpg,cn362nj0131_normal.jpg,no,yes,yes,world,world,,image/jpeg,,
cq785vr0694,File 1,file,1,cq785vr0694.ply,cq785vr0694.ply,yes,yes,yes,stanford,stanford,,,,
cq785vr0694,File 2,file,2,cq785vr0694_full_obj.tar,cq785vr0694_full_obj.tar,yes,yes,yes,stanford,stanford,,image/jpeg,,
cq785vr0694,File 3,file,3,cq785vr0694_low.mtl,cq785vr0694_low.mtl,yes,yes,yes,stanford,stanford,,,,
cq785vr0694,Object 1,3d,4,cq785vr0694_low.obj,cq785vr0694_low.obj,yes,yes,yes,stanford,stanford,,text/plain,,
cq785vr0694,File 5,file,5,cq785vr0694_low_base.jpg,cq785vr0694_low_base.jpg,yes,yes,yes,stanford,stanford,,image/jpeg,,
cq785vr0694,File 6,file,6,cq785vr0694_low_normal.jpg,cq785vr0694_low_normal.jpg,yes,yes,yes,stanford,stanford,,image/jpeg,,
cr303yt7341,File 1,file,1,cr303yt7341.zip,cr303yt7341.zip,yes,yes,yes,world,world,,application/zip,,
cr303yt7341,File 2,file,2,cr303yt7341_basecolor.jpg,cr303yt7341_basecolor.jpg,yes,yes,yes,world,world,,image/jpeg,,
cr303yt7341,File 3,file,3,cr303yt7341_low.mtl,cr303yt7341_low.mtl,yes,yes,yes,world,world,,text/plain,,
cr303yt7341,3d 1,3d,4,cr303yt7341_low.obj,cr303yt7341_low.obj,yes,yes,yes,world,world,,text/plain,,
cr303yt7341,File 4,file,5,cr303yt7341_normal.jpg,cr303yt7341_normal.jpg,yes,yes,yes,world,world,,image/jpeg,,
cv208mv5449,File 1,file,1,cv208mv5449.tar,cv208mv5449.tar,no,no,yes,world,world,,application/x-tar,,
cv208mv5449,File 2,file,2,cv208mv5449_basecolor.jpg,cv208mv5449_basecolor.jpg,no,yes,yes,world,world,,image/jpeg,,
cv208mv5449,File 3,file,3,cv208mv5449_low.mtl,cv208mv5449_low.mtl,yes,yes,yes,world,world,,text/plain,,
cv208mv5449,3d 1,3d,4,cv208mv5449_low.obj,cv208mv5449_low.obj,yes,yes,yes,world,world,,text/plain,,
cv208mv5449,File 4,file,5,cv208mv5449_normal.jpg,cv208mv5449_normal.jpg,no,yes,yes,world,world,,image/jpeg,,
cw713nf4297,File 1,file,1,cw713nf4297.tar,cw713nf4297.tar,no,no,yes,world,world,,application/x-tar,,
cw713nf4297,File 2,file,2,cw713nf4297_basecolor.jpg,cw713nf4297_basecolor.jpg,no,yes,yes,world,world,,image/jpeg,,
cw713nf4297,File 3,file,3,cw713nf4297_low.mtl,cw713nf4297_low.mtl,yes,yes,yes,world,world,,text/plain,,
cw713nf4297,3d 1,3d,4,cw713nf4297_low.obj,cw713nf4297_low.obj,yes,yes,yes,world,world,,text/plain,,
cw713nf4297,File 4,file,5,cw713nf4297_normal.jpg,cw713nf4297_normal.jpg,no,yes,yes,world,world,,image/jpeg,,
cw938gj8666,File 1,file,1,HesyRa3.png,HesyRa3.png,no,yes,yes,world,world,,image/png,,
cw938gj8666,File 2,file,2,Sekhemkhet_Pyramid.mtl,Sekhemkhet_Pyramid.mtl,yes,yes,yes,world,world,,text/plain,,
cw938gj8666,3d 1,3d,3,Sekhemkhet_Pyramid.obj,Sekhemkhet_Pyramid.obj,yes,yes,yes,world,world,,text/plain,,
cw938gj8666,File 3,file,4,_1.jpg,_1.jpg,no,yes,yes,world,world,,image/jpeg,,
cw938gj8666,File 4,file,5,cw938gj8666.zip,cw938gj8666.zip,yes,yes,yes,world,world,,application/zip,,
cw938gj8666,File 5,file,6,white_limestone1.jpg,white_limestone1.jpg,no,yes,yes,world,world,,image/jpeg,,
cy849sz3750,File 1,file,1,cy849sz3750.zip,cy849sz3750.zip,yes,yes,yes,world,world,,application/zip,,
cy849sz3750,File 2,file,2,cy849sz3750_basecolor.jpg,cy849sz3750_basecolor.jpg,yes,yes,yes,world,world,,image/jpeg,,
cy849sz3750,File 3,file,3,cy849sz3750_low.mtl,cy849sz3750_low.mtl,yes,yes,yes,world,world,,text/plain,,
cy849sz3750,3d 1,3d,4,cy849sz3750_low.obj,cy849sz3750_low.obj,yes,yes,yes,world,world,,text/plain,,
cy849sz3750,File 4,file,5,cy849sz3750_normal.jpg,cy849sz3750_normal.jpg,yes,yes,yes,world,world,,image/jpeg,,
db634kw5872,File 1,file,1,Aba_Pyramid.mtl,Aba_Pyramid.mtl,yes,yes,yes,world,world,,text/plain,,
db634kw5872,3d 1,3d,2,Aba_Pyramid.obj,Aba_Pyramid.obj,yes,yes,yes,world,world,,text/plain,,
db634kw5872,File 2,file,3,HesyRa3.png,HesyRa3.png,no,yes,yes,world,world,,image/png,,
db634kw5872,File 3,file,4,db634kw5872.zip,db634kw5872.zip,no,no,yes,world,world,,application/zip,,
db634kw5872,File 4,file,5,unfinished_blocks.jpg,unfinished_blocks.jpg,no,yes,yes,world,world,,image/jpeg,,
db634kw5872,File 5,file,6,white_limeston_block.jpg,white_limeston_block.jpg,no,yes,yes,world,world,,image/jpeg,,
dd880jq2694,File 1,file,1,HesyRa3.png,HesyRa3.png,no,yes,yes,world,world,,image/png,,
dd880jq2694,File 2,file,2,Limestone.jpg,Limestone.jpg,no,yes,yes,world,world,,image/jpeg,,
dd880jq2694,File 3,file,3,Limestone_block.jpg,Limestone_block.jpg,no,yes,yes,world,world,,image/jpeg,,
dd880jq2694,File 4,file,4,Mes.mtl,Mes.mtl,yes,yes,yes,world,world,,text/plain,,
dd880jq2694,3d 1,3d,5,Mes.obj,Mes.obj,yes,yes,yes,world,world,,text/plain,,
dd880jq2694,File 5,file,6,Paving.jpg,Paving.jpg,no,yes,yes,world,world,,image/jpeg,,
dd880jq2694,File 6,file,7,Whiteplaster.jpg,Whiteplaster.jpg,no,yes,yes,world,world,,image/jpeg,,
dd880jq2694,File 7,file,8,dd880jq2694.zip,dd880jq2694.zip,yes,yes,yes,world,world,,application/zip,,
df781kq7003,File 1,file,1,HesyRa3.png,HesyRa3.png,no,yes,yes,world,world,,image/png,,
df781kq7003,File 2,file,2,TombX.mtl,TombX.mtl,yes,yes,yes,world,world,,text/plain,,
df781kq7003,3d 1,3d,3,TombX.obj,TombX.obj,yes,yes,yes,world,world,,text/plain,,
df781kq7003,File 3,file,4,White_plaster_notexture.png,White_plaster_notexture.png,no,yes,yes,world,world,,image/png,,
df781kq7003,File 4,file,5,df781kq7003.zip,df781kq7003.zip,yes,yes,yes,world,world,,application/zip,,
dm208nm0076,File 1,file,1,3357.mtl,3357.mtl,yes,yes,yes,world,world,,text/plain,,
dm208nm0076,3d 1,3d,2,3357.obj,3357.obj,yes,yes,yes,world,world,,text/plain,,
dm208nm0076,File 2,file,3,HesyRa3.png,HesyRa3.png,no,yes,yes,world,world,,image/png,,
dm208nm0076,File 3,file,4,White_plaster_notexture.png,White_plaster_notexture.png,no,yes,yes,world,world,,image/png,,
dm208nm0076,File 4,file,5,dm208nm0076.zip,dm208nm0076.zip,yes,yes,yes,world,world,,application/zip,,
dm339rp1187,File 1,file,1,HesyRa3.png,HesyRa3.png,no,yes,yes,world,world,,image/png,,
dm339rp1187,File 2,file,2,Material02.jpg,Material02.jpg,no,yes,yes,world,world,,image/jpeg,,
dm339rp1187,File 3,file,3,Mudbrick1.jpg,Mudbrick1.jpg,no,yes,yes,world,world,,image/jpeg,,
dm339rp1187,File 4,file,4,Mudbrick4.jpg,Mudbrick4.jpg,no,yes,yes,world,world,,image/jpeg,,
